The transfer option;Способ оплаты;Transfer se?ene?i
Credit card;Кредитная карта;Kredi kart?
Currency;Валюта;Para birimi
Currency: {data};Валюта: {data};Para birimi: {data}
Сryptocurrency;Криптовалюта;Kripto para birimi
The currency of the bank account;Валюта банковского счета;Banka hesab?n?n para birimi
The currency of the transfer;Валюта платежа;Transferin para birimi
The currency of the wallet;Валюта кошелька;C?zdan?n para birimi
Current account;Расчетный счет;Mevcut hesap
Current account: {data};Расчетный счет: {data};Mevcut hesap: {data}
Current conversion rate;Текущий курс конвертации;Mevcut d?n???m oran?
Claim;Заявка;?ddia
Deleted;Удалена;silindi
DengiOnline;ДеньгиOnline;DengiOnline
Card type;Тип карты;Kart tipi
Deposit to;Перевести на;Depozito
The transfer failed;Ошибка платежа;Transfer ba?ar?s?z oldu
The deposit account {account} was rejected;Ошибка зачисления средств на счет {account};{Account} mevduat hesab? reddedildi
Example;Пример;Misal
Enter the number;Введите число;Numaray? girin
E-wallet;Электронный кошелек;E-c?zdan
The request limit is exceeded;Превышен лимит заявок;?stek s?n?r? a??ld?
Failure to get the payment status;Невозможно получить статус платежа;?deme durumunun al?nmamas?
Full bank name;Полное название банка;Tam banka ad?
Full bank name: {data};Полное название банка: {data};Tam banka ad?: {data}
Full name;Полные ФИО получателя;Ad Soyad
Group;Тип счета;Grup
INN;ИНН;HAN
INN: {data};ИНН: {data};INN: {veri}
I agree with ;Я согласен с ;kat?l?yorum
Information;Информация;Bilgi
Insufficient funds for withdrawal.;Недостаточно средств для вывода;Para ?ekme i?in yetersiz bakiye.
Method of transfer;Способ оплаты;Transfer y?ntemi
Min deposit and profit value must be numbers;Минимальный депозит и сумма вознаграждения должны быть числами;Min depozito ve kar de?eri rakamlardan olu?mal?d?r
Min deposit and profit value must be bigger {count};Минимальный депозит и сумма вознаграждения должны быть больше {count};Minimum depozito ve kar de?eri daha b?y?k olmal?d?r {count}
MoneyBookers;;MoneyBookers
Make a deposit;Пополнить счет;Para yat?r?n
Min. deposit amount {value} {currency}.;Мин. сумма ввода {value} {currency}.;Min. mevduat tutar? {de?er} {para birimi}.
My requests;Мои заявки;?steklerim
Max. deposit amount {value} {currency}. The amount of the payment voucher is not limited.;Макс. сумма ввода {value} {currency}. Сумма по оплате ваучером не ограничена.;Maks. Alan say?s? depozito tutar? {de?er} {para birimi}. ?deme kuponunun miktar? s?n?rl? de?ildir.
Max. deposit amount {value} {currency}.;Макс. сумма ввода {value} {currency}.;Maks. Alan say?s? depozito tutar? {de?er} {para birimi}.
The maximum Deposit amount is {value} {currency}.;Максимальная сумма ввода {value} {currency}.;Maksimum Para Yat?rma tutar? {value} {currency} 'dir.
Mobile transfer;Перевод на мобильный;Mobil aktar?m
Name;Имя;?sim Soyisim
Name: {data};Имя: {data};Ad: {data}
Next;Далее;Sonraki
Not enough money;Недостаточно средств;yetersiz para
Number;Номер;Numara
No rates;Нет курсов;?cret yok
Account number;Номер счета;Hesap numaras?
Open date;Дата создания;A??k tarih
The operation is still in progress;Операция выполняется;Operasyon hala devam ediyor
The operation completed successfully;Операция проведена успешно;??lem ba?ar?yla tamamland?
Deposit of funds;Ввод средств;Para yat?rma
Transfer details;Информация о платеже;Transfer detaylar?
Payment system;Платежная система;?deme sistemi
Payment system not found;Платежная система не найдена;?deme sistemi bulunamad?
The transfer type;Тип перевода;Transfer t?r?
The transfer options;Способы оплаты;Transfer se?enekleri
Payment method;Способ оплаты;?deme ?ekli
The amount of transfer;Сумма перевода;Transfer miktar?
The operation was cancelled due to an error;Операция была приостановлена из-за ошибки;Bir hata nedeniyle i?lem iptal edildi
Payments;Платежи;?demeler
Payment systems are not found;Платежные системы не найдены;?deme sistemleri bulunamad?
Pending;Подана;Bekliyor
Phone number;Номер телефона;Telefon numaras?
Cards;Банковские карты;Kartlar
Print error;Ошибка печати;Bask? hatas?
Print version;Версия для печати;Bask? versiyonu
QiWi wallet;QiWi кошелек;QIWI C?zdan
Recipient account;Лицевой счет получателя;Al?c? hesab?
Recipient account number in correspondent bank;Номер счета банка получателя в банке-корреспонденте;Muhabir bankadaki al?c? hesap numaras?
Recipient account number in correspondent bank: {data};Номер счета банка получателя в банке-корреспонденте: {data};Muhabir bankadaki al?c? hesap numaras?: {data}
Recipient address;Адрес получателя;Al?c? adresi
Recipient address: {data};Адрес получателя: {data};Al?c? adresi: {data}
Recipient bank address;Адрес банка получателя;Al?c?n?n banka adresi
Recipient bank address: {data};Адрес банка получателя: {data};Al?c? banka adresi: {data}
Regular international passport;Общегражданский заграничный паспорт;Normal uluslararas? pasaport
Rejected;Отклонена;Reddedildi
RF passport;Паспорт гражданина РФ;RF pasaportu
Deposit;Пополнение;Depozito
The deposit via {pay_sys} has failed;Пополнение счета через {pay_sys} неудачно;{Pay_sys} yoluyla para yat?rma i?lemi ba?ar?s?z oldu
The deposit via {pay_sys} has failed, the request is timed out.;Пополнение счета через {pay_sys} неудачно, срок действия заявки истек;{Pay_sys} yoluyla para yat?rma i?lemi ba?ar?s?z oldu, istek zaman a??m?na u?rad?.
Bank details;Реквизиты;banka detaylar?
SWIFT of the Correspondent Bank;SWIFT банка-корреспондента;Muhabir Bankan?n SWIFT
SWIFT Of The Correspondent Bank: {data};SWIFT банка-корреспондента: {data};Muhabir Bankan?n SWIFT'si: {data}
Status;Статус;Durum
Success;Исполнена;Ba?ar?
Amount: {data};Сумма: {data};Miktar: {data}
Sum;Сумма;Toplam
The payment amount is less than the minimum commissions had worked.;Сумма платежа меньше минимальной коммиссии.;?deme tutar?, ?al??m?? oldu?u minimum komisyondan daha az.
Withdrawal amount;Вывод средств на сумму;Para ?ekme miktar?
Terms of transfer;Срок перевода;Transfer ?artlar?
To withdraw your funds, please proceed to {link};Чтобы вывести ваши средства, перейдите по {link};Paran?z? ?ekmek i?in l?tfen {link} adresine ilerleyin
Transfer;Перевод;Aktar
The minimum amount of deposit {value} {currency}.;Минимальная сумма ввода {value} {currency}.;Minimum depozito miktar? {value} {currency}.
There was depositing error for the account {account} through the payment system DengiOnline. The client was debited, but the account was not credited with the amount.;Произошла ошибка зачисления средств на счет №{account} через платежную систему ДеньгиOnline. Деньги были списаны у клиента, но на счет не поступили.;DengiOnline ?deme sistemi ?zerinden {account} hesab? i?in para yat?rma hatas? olu?tu. M??teriden bor? al?nd?, ancak tutar hesaba yat?r?lmad?.
There was depositing error for the account {account} through the payment system DengiOnline. If necessary, please contact the technical support.;Произошла ошибка зачисления средств через платежную систему ДеньгиOnline. При необходимости обратитесь в техническую поддержку.;DengiOnline ?deme sistemi arac?l???yla {account} hesab? i?in para yat?rma hatas? olu?tu. Gerekirse l?tfen teknik deste?e ba?vurun.
Transfer between accounts;Перевод между счетами;Hesaplar aras?nda transfer
Try again, if the problem persists - contact the support;Попробуйте еще раз. Если проблема не устранится, свяжитесь с администрацией сайта;Sorun devam ederse tekrar deneyin - deste?e ba?vurun
The User {user} ({login}) has deposited the account {number} through {pay_sys} on the amount of {amount}.;Пользователь {user} ({login}) пополнил счет {number} через {pay_sys} на сумму {amount}.;Kullan?c? {user} ({login}), {number} hesab?na {amount} tutar?nda {pay_sys} yoluyla para yat?rd?.
The User {user} ({login}) has deposited the account {number} through {pay_sys} on the amount of {amount}. {amount_account} should have been credited on his account less than fees.;Пользователь {user} ({login}) пополнил счет {number} через {pay_sys} на сумму {amount}. На его счет зачислено {amount_account};Kullan?c? {user} ({login}), {number} hesab?na {amount} tutar?nda {pay_sys} yoluyla para yat?rd?. {amount_account} hesab?na ?cretten daha az alacak ?ekilde yat?r?lm?? olmal?yd?.
User {user} ({login}) has sent a request to deposit his account {number} through {pay_sys} on the amount of {amount_claim}. His account will be deposited on {amount_account}.;Пользователь {user} ({login}) отправил заявку на пополнение счета {number} через {pay_sys} на сумму {amount_claim}. Его счет будет пополнен на {amount_account}.;Kullan?c? {user} ({login}), {number} hesab?na {amount_claim} tutar?nda {pay_sys} ?zerinden para yat?rmak i?in bir istek g?nderdi. Hesab?na {amount_account} tarihinde yat?r?lacakt?r.
User {user} ({login});Пользователь {user} ({login});Kullan?c? {user} ({login})
From the account should be withdrawn {amount_account};С его счета будет снято {amount_account}.;Hesaptan geri ?ekilmelidir {amount_account}
has sent withdrawal request for the account {number} through {pay_sys} for the amount of {amount}.;отправил заявку на вывод средств со счета {number} через {pay_sys} на сумму {amount}.;{miktar} tutar?nda {pay_sys} ?zerinden {number} hesab? i?in para ?ekme iste?i g?nderdi.
Information review;Просмотр информации;Bilgi incelemesi
Vouchers;Ваучер;Kuponlar
Withdrawal amount including the fee is {commission} {currency}. Withdrawal amount excluding the fee should not be less than {count} {currency}.;Сумма для вывода с учетом комиссии составляет {commission} {currency}. Сумма вывода без учета комиссии должна быть не меньше {count} {currency}.;?cret dahil para ?ekme tutar? {komisyon} {para birimi}. ?cret hari? para ?ekme tutar? {count} {currency} 'dan az olmamal?d?r.
WebMoney WME;;WebMoney WME
WebMoney WMR;;WebMoney WMR
WebMoney WMZ;;WebMoney WMZ
When transferring through that charge a fee payment system 5%, at least $ 0.5.;При переводе через данную платежную систему взымается комиссия в размере 5%, минимум 0,5$.;Bu ?cret ?zerinden transfer yaparken% 5'lik bir ?cret ?deme sistemi, en az 0,5 $.
Webmoney wallet;Кошелек WebMoney;Webmoney c?zdan?
Withdraw from;Вывести с;?ekil
Withdrawal;Вывод средств;Para ?ekme
Yandex Money;Яндекс Деньги;Yandex Money
Yandex wallet;Yandex кошелек;Yandex c?zdan?
Yandex.Money;Яндекс.Деньги;Yandex.Money
The wallet number {paysys} entered is incorrect;Вы ввели неправильный номер {paysys} кошелька.;Girilen c?zdan numaras? {paysys} yanl??
You have sent a request for deposit an account {number} through {pay_sys} on the amount of {amount_claim}. To your account must be received {amount_account}.;Вы отправили заявку на пополнение счета {number} через {pay_sys} на сумму {amount_claim}. На ваш счет должно быть зачислено {amount_account}.;{Amount_claim} tutar?nda {pay_sys} ?zerinden bir hesaba {number} yat?rmak i?in bir istek g?nderdiniz. Hesab?n?za {amount_account} al?nmal?d?r.
You have requested to withdraw the amount of {amount_claim} from the account {number} through {pay_sys}. The amount to be withdrawn is {amount_account}.;Вы отправили заявку на вывод средств со счета {number} через {pay_sys} на сумму {amount_claim}. С вашего счета должно быть снято {amount_account}.;{Number} hesab?ndan {amount_claim} tutar?n? {pay_sys} ile ?ekmeyi talep ettiniz. ?ekilecek miktar {amount_account}.
You have requested to deposit the amount of {amount} to the account {number} through {pay_sys}.;Вы подали заявку на пополнение счета {number} через {pay_sys} на сумму {amount}.;{Tutar} tutar?n? {number} hesab?na {pay_sys} yoluyla yat?rmay? talep ettiniz.
You have sent a request for withdrawal from account {number} through {pay_sys} on the amount of {amount_claim}.;Вы отправили заявку на вывод средств со счета {number} через {pay_sys} на сумму {amount_claim}.;{Number_claim} tutar?nda {pay_sys} ile {number} hesab?ndan para ?ekme iste?i g?nderdiniz.
The amount to be withdrawn is {amount_account}.;С вашего счета должно быть снято {amount_account}.;?ekilecek miktar {amount_account}.
{transfer_start} {transfer_end};{transfer_start} {transfer_end};{transfer_start} {transfer_end}
{transfer_start} {transfer_mid} {transfer_end};{transfer_start} {transfer_mid} {transfer_end};{transfer_start} {transfer_mid} {transfer_end}
You have requested to withdraw the amount of {amount} from the account {number} through {pay_sys}.;Вы отправили заявку на вывод средств со счета {number} через {pay_sys} на сумму {amount}.;{Number} hesab?ndan {miktar} tutar?n? {pay_sys} yoluyla ?ekmeyi talep ettiniz.
You have requested to withdraw funds from the account {number} ;Вы отправили заявку на вывод средств со счета {number};{Number} hesab?ndan para ?ekme talebinde bulundunuz
You have requested to deposit the account {number} via vaucher through {pay_sys}.;Вы подали заявку на пополнение счета {number} ваучером через {pay_sys}.;{Number} hesab?na {pay_sys} arac?l???yla vaucher arac?l???yla para yat?rma talebinde bulundunuz.
through {pay_sys} ;через {pay_sys};{pay_sys} arac?l???yla
for the amount of {amount_claim}. ;на сумму {amount_claim}. ;{amount_claim} miktar? i?in.
You have transferred funds.;Вы перевели денежные средства.;Para transfer ettiniz.
You have transferred funds: {value} {currency} from account number {account_out} to account {account_in}.;Вы перевели {value} {currency} со счета номер {account_out} на счет {account_in}.;{Account_out} hesap numaras?ndan {account_in} hesab?na {value} {currency} para aktard?n?z.
Your deposit request for account {number} through {pay_sys} for the amount of {amount} was rejected;Ваша заявка на пополнение счета {number} через {pay_sys} на сумму {amount} была отклонена;{Tutar} tutar?ndaki {number} - {pay_sys} hesab? i?in para yat?rma talebiniz reddedildi
Your deposit request for account {number} through {pay_sys} for the amount of {amount} was rejected, the request is timed out;Ваша заявка на пополнение счета {number} через {pay_sys} на сумму {amount} была отклонена, так как истек срок действия заявки.;{Miktar} tutar?ndaki {number} - {pay_sys} hesab? i?in para yat?rma talebiniz reddedildi, istek zaman a??m?na u?rad?
Your demo account {account} was credited by {amount} {currency};Ваш демо счет {account} был пополнен на сумму {amount} {currency};{Account} demo hesab?n?za {amount} {currency} kadar kredi verildi
You have deposited the account {number} through {pay_sys} on the amount of {amount_claim}. {amount_account} should have been credited on the account less than fees.;Вы пополнили счет {number} через {pay_sys} на сумму {amount_claim}. На Ваш счет должно поступить {amount_account} с учетом комиссии.;{Number} ile {pay_sys} aras?ndaki hesaba {amount_claim} tutar?nda para yat?rd?n?z. {amount_account} hesaba ?cretten daha az alacak ?ekilde yat?r?lm?? olmal?d?r.
Qiwi;Qiwi;Qiwi
OrangePay(Qiwi);OrangePay(Qiwi);OrangePay (Qiwi)
webmoney;WebMoney;?nternet paras?
OrangePay(webmoney);OrangePay(WebMoney);OrangePay (webmoney)
yandex;Yandex Деньги;yandex
YandexMoney;Яндекс Деньги;YandexMoney
OrangePay(yandex);OrangePay(Яндекс Деньги);OrangePay (yandex)
card;Банковские карты;kart
CreditCard;Банковские карты;Kredi kart?
OrangePay(card);OrangePay(Банковские карты);OrangePay (kart)
paypal;PayPal;paypal
perfect_money;Perfect Money;M?kemmel Para
I agree to:;Я согласен с документами:;A kat?l?yorum:
MegaTransfer Wallet;Кошелек MegaTransfer;MegaTransfer C?zdan
mobile;Перевод на мобильный;mobil   
best;Перевод БЭСТ;en iyi
bank;Банковский перевод;banka
Amount of payment ({currency});Сумма платежа ({currency});?deme tutar? ({currency})
Your request for funds withdrawal from the {number} account through {pay_sys} for the {amount_claim} amount has been executed. Please await for the receipt of funds to your specified requisites.;Ваша заявка на вывод средств со счета {number} через {pay_sys} на сумму {amount_claim} исполнена. Пожалуйста, ожидайте поступления средств на указанные вами реквизиты.;{Amount_claim} tutar? i?in {number} hesab?ndan {pay_sys} ?zerinden para ?ekme talebiniz yerine getirildi. L?tfen belirtilen gereksinimleriniz i?in fonlar?n al?nmas?n? bekleyin.
You cannot generate a withdrawal request because the total amount of your pending requests is {sum} {currency}.;Вы не можете сформировать заявку на вывод средств, т.к. общая сумма ваших ожидающих заявок составляет {sum} {currency}.;Bekleyen isteklerinizin toplam tutar? {sum} {currency} oldu?u i?in para ?ekme iste?i olu?turamazs?n?z.
Commission is charged in amount of {fee}% when transferring through this payment system;При переводе через данную платежную систему взимается комиссия в размере {fee}%;Bu ?deme sistemiyle transfer yap?l?rken komisyon% {?cret} olarak al?n?r
The types of both accounts must match;Типы обоих счетов должны совпадать;Her iki hesab?n t?r? e?le?melidir
Сryptocurrencies;Криптовалюты;Kripto para birimleri
I agree with:;Я согласен(а) с:;Kat?l?yorum:
The operation cannot be completed;Операция не может быть завершена;??lem tamamlanam?yor
Bank;Банк;Banka
All banks;Все банки;T?m bankalar
You have sent the claim for withdrawal in the amount of {amount}.;Вы отправили заявку на вывод средств в размере {amount}.;{Tutar} tutar?nda para ?ekme talebini g?nderdiniz.
dollar;доллар;dolar
dollars2;доллара;dolar2
dollars;долларов;dolar
cent;цент;sent
cents2;цента;sent2
cents;центов;sent
euro;евро;euro
ruble;рубль;ruble
rubles2;рубля;ruble2
rubles;рублей;ruble
kopeck;копейка;Rus para birimi
kopecks2;копейки;kopecks2
kopecks;копеек;kopek
The application for funds withdrawal has been successfully submitted.;Заявка на вывод денежных средств успешно подана.;Para ?ekme ba?vurusu ba?ar?yla yap?ld?.
The amount to be credited is too small;Сумма к зачислению слишком мала;Kredilendirilecek miktar ?ok k???k
Bank account;Банковский счет;banka hesab?
Save payment details;Сохранить платежные данные;?deme ayr?nt?lar?n? kaydedin
Delete payment details;Удалить платежные данные;?deme ayr?nt?lar?n? silin
Bank branch;Отделение банка;banka ?ubesi
The city of the bank;Город банка;Bankan?n ?ehri
Bank province;Провинция банка;Banka vilayeti
Currency is not active;Валюта не активна;Para birimi aktif de?il
Payment method is not active;Метод оплаты не активен;?deme y?ntemi aktif de?il
Card number {currency};Номер карты {currency};Kart numaras? {currency}
Wallet address;Адрес кошелька;C?zdan adresi
Wallet address {currency};Адрес кошелька {currency};C?zdan adresi {currency}
Mir;Мир;Mir
Beeline;Билайн;Beeline
Megafon;Мегафон;Megafon
Tele2;Теле2;Tele2
MTS;МТС;MTS
Alfa-click;Альфа-Клик;Alfa t?klama
Qiwi terminal;Qiwi терминал;Qiwi terminali
World terminal;World терминал;D?nya terminali
Svyaznoy;Связной;Svyaznoy
Promsvyazbank;Промсвязьбанк;Promsvyazbank
QIWI Kazakhstan;QIWI Казахстан;QIWI Kazakistan
Sberbank online;Сбербанк Онлайн;Sberbank ?evrimi?i
Bank account number;Номер банковского счета;banka hesab? numaras?
The account does not belong to you.;Счет вам не принадлежит;Hesap size ait de?il.
Bank cards (Yandex provider);Банковские карты (провайдер Яндекс);Banka kartlar? (Yandex sa?lay?c?s?)
CreditCardYandex;Банковские карты (провайдер Яндекс);Kredi Kart?Yandex
Bank cards (Qiwi provider);Банковские карты (провайдер Qiwi);Banka kartlar? (Qiwi sa?lay?c?)
CreditCardQiwi;Банковские карты (провайдер Qiwi);Kredi Kart?Qiwi
Voucher;Ваучер;Kupon
Voucher Password;Пароль ваучера;Kupon ?ifresi
Bank cards (Monetix wallet);Банковские карты (Monetix wallet);Banka kartlar? (Monetix c?zdan)
Transfer funds from {account_out} to {account_on};Перевод средств со счета {account_out} на счет {account_on};{Account_out} hesab?ndan {account_on} hesab?na para aktar?n
Transfer funds from the account {account_out} to the master account {offer_name};Перевод средств со счета {account_out} на мастер-счет {offer_name};{Account_out} hesab?ndan {offer_name} ana hesab?na para aktar?n
Transfer funds from the master account {offer_name} to the account {account_on};Перевод средств с мастер-счета {offer_name} на счет {account_on};{Offer_name} ana hesaptan {account_on} hesab?na para aktar?n
Transfer funds from account {account_out} to investor account {account_on};Перевод средств со счета {account_out} на счет инвестора {account_on};{Account_out} hesab?ndan {account_on} yat?r?mc? hesab?na para aktar?n
Transfer funds from investor’s account {account_out} to account {account_on};Перевод средств со счета инвестора {account_out} на счет {account_on};Yat?r?mc?n?n hesab?ndan {account_out} {account_on} hesab?na para aktar?n
Transfer of funds from the investor’s account {account_out} to the account {account_on} due to the closure of the investor’s account;Перевод средств со счета инвестора {account_out} на счет {account_on} по причине закрытия счета инвестора;Yat?r?mc?n?n hesab?n?n kapat?lmas? nedeniyle yat?r?mc?n?n {account_out} hesab?ndan {account_on} hesab?na para aktar?m?
Transfer of funds from investor’s account {account_out} to account {account_on} due to the closing of the offer {offer_name};Перевод средств со счета инвестора {account_out} на счет {account_on} по причине закрытия оферты {offer_name};Yat?r?mc?n?n {account_out} hesab?ndan {account_on} hesab?na {offer_name} teklifinin kapanmas? nedeniyle para transferi
Transfer of funds from the master account {offer_name} to the account {account_on} due to the closure of the offer;Перевод средств с мастер-счета {offer_name} на счет {account_on} по причине закрытия оферты;Teklifin kapat?lmas? nedeniyle {offer_name} ana hesaptan {account_on} hesab?na para transferi
Banks of Vietnam;Банки Вьетнама;Vietnam Bankalar?
You have an opened orders on master account. To close orders, go to the webtrader.;На мастер-счете есть открытые сделки. Чтобы закрыть сделки, перейдите в торговый терминал.;Ana hesapta a??lm?? bir sipari?iniz var. Sipari?leri kapatmak i?in webtrader'a gidin.
proInvestor;;proyat?r?mc?
Оригинал;Перевод;
Create a request;Создать заявку;Bir istek olu?tur
Yes;Да;Evet
No;Нет;Hay?r
Hide trading history;Скрывать торговую историю;Ticaret ge?mi?ini gizle
Do not display the trading history of the Master Account for investors.;Не отображать для инвесторов торговую историю мастер счета;Yat?r?mc?lar i?in Ana Hesab?n ticaret ge?mi?ini g?r?nt?lemeyin.
Functionality is not available;Функционал не доступен;??levsellik mevcut de?il
day|days|days;день|дня|день;g?n | g?n | g?n
(must be at least {sum});(должно быть не менее {sum});(en az {toplam} olmal?d?r)
1-month profit;Доходность за месяц;1 ayl?k k?r
1-week profit;Доходность за неделю;1 haftal?k k?r
1-year profit;Доходность за год;1 y?ll?k k?r
3-months profit;Доходность за три месяца;3 ayl?k kar
6-months profit;Доходность за шесть месяцев;6 ayl?k k?r
Allowed;Разрешено;?zin veriliyor
Account number;Номер счета;Hesap numaras?
Account params;Параметры счета;Hesap parametreleri
You have no live trading accounts.;У вас нет реальных торговых счетов.;Canl? i?lem hesab?n?z yok.
Account to connect;Счет для подключения;Ba?lan?lacak hesap
Account type is successfully changed.;Тип счета был успешно изменен;Hesap t?r? ba?ar?yla de?i?tirildi.
Age;Возраст;Ya?
At the moment, you can't open an account. Contact your administrator.;В данный момент нельзя подключить счет. Обратитесь к администратору.;?u anda bir hesap a?amazs?n?z. Y?neticinizle ileti?ime ge?in.
Currency of fund account;Валюта фондового счета;Fon hesab?n?n para birimi
Fund account statistics;Статистика фондового счета;Fon hesab? istatistikleri
Profit from fund account;Доходность фондового счета;Fon hesab?ndan kar
Fund account number;Номер фондового счета;Fon hesap numaras?
The percentage of the Investor profit, which is paid to the Manager monthly. Valid values are from 0 to 100.;Процент от дохода Инвестора, ежемесячно перечисляемый на счет Управляющего. Допустимые значения от 0 до 100.;Y?neticiye ayl?k olarak ?denen Yat?r?mc? kar?n?n y?zdesi. Ge?erli de?erler 0 ile 100 aras?ndad?r.
Value in «{field}» must be bigger then {min_sum}.;Значение поля «{field}» должно быть больше {min_sum}.;«{Alan}» i?indeki de?er {min_sum} de?erinden b?y?k olmal?d?r.
Profit for all the time;Доходность за все время;Her zaman kar elde edin
Amount of payment;Сумма платежа;?deme miktar?
Amount of payment must be bigger {value}.;Сумма платежа должна быть больше {value}.;?deme miktar? {de?er} daha b?y?k olmal?d?r.
Amount of the Manager’s first deposit to the master account.;Размер первого пополнения мастер счета Управляющим.;Y?neticinin ana hesaba yapt??? ilk para yat?rma tutar?.
Amount of the investor’s first deposit to the master account.;Размер первого пополнения мастер счета Инвестором.;Yat?r?mc?n?n ana hesaba ilk yat?rd??? tutar.
Amount weekly transferred by the Investor to the Manager’s account.;Сумма, еженедельно перечисляемая Инвестором на счет Управляющего.;Yat?r?mc? taraf?ndan Y?netici hesab?na haftal?k olarak aktar?lan tutar.
Confirmed;Подтвержден;Onaylanm??
Open a trading account;Подключить торговый счет;Bir ticaret hesab? a??n
Back to homepage;Вернуться на главную;ana sayfaya geri d?n
During the transfer an unknown error has occurred, please try again later.;Во время перевода произошла неизвестная ошибка. Пожалуйста, повторите операцию позже.;Aktar?m s?ras?nda bilinmeyen bir hata olu?tu, l?tfen daha sonra tekrar deneyin.
Charge {interest} %;Начислено {interest} %;% {Faiz} al
Client agreement;Пользовательское соглашение;M??teri s?zle?mesi
Account close;Закрытие счета;Hesap kapatma
Offer close;Закрытие оферты;Teklif yak?n
Comments;Комментарий;Yorumlar (de?i?tir | kayna?? de?i?tir)
Commission;Комиссия;komisyon
Create;Создать;Olu?turmak
Profitability;Доходность;Karl?l?k
Open an account;Создать счет;Hesap a?
Open investor account;Создать счет инвестора;Yat?r?mc? hesab? a?
Open master account;Создать мастер счет;Ana hesap a??n
Create trading history;Создать торговую историю;Ticaret ge?mi?i olu?turun
Currency;Валюта;Para birimi
Currency of deposit;Валюта зачисления;Mevduat para birimi
Currency of investor account;Валюта счета инвестора;Yat?r?mc? hesab?n?n para birimi
Currency of withdrawal;Валюта снятия;Para ?ekme para birimi
Date;Дата;Tarih (de?i?tir | kayna?? de?i?tir)
Date of deposit;Дата начисления;Para yat?rma tarihi
Close date;Дата закрытия;Yak?n tarih
Creation date;Дата создания;Olu?turulma tarihi
Date of investor  account opening.;Дата создания счета инвестора.;Yat?r?mc? hesab? a??l?? tarihi.
Date of master account opening. It is recommended to specify an interval at least three month from the current date to have sufficient trading history.;Дата создания мастер счета. Рекомендуем указывать период не менее трех месяцев от текущей даты, чтобы была достаточная история торговли.;Ana hesap a??l?? tarihi. Yeterli i?lem ge?mi?ine sahip olmak i?in mevcut tarihten itibaren en az ?? ayl?k bir aral?k belirtmeniz ?nerilir.
Start date;Дата открытия;Ba?lang?? ??tarihi
Deals number;Количество сделок;F?rsat numaras?
Deals opening;Создание сделок;A??l?? anla?malar?
Deals in month;Сделок в месяц;Ayl?k f?rsatlar
Deals were successfully opened;Сделки успешно созданы;Anla?malar ba?ar?yla a??ld?
Delete investor account;Удаление счета инвестора;Yat?r?mc? hesab?n? sil
Delete master account;Удаление мастер счета;Ana hesab? sil
Demo;Демо;Demo
Denied;Запрещено;Reddedildi
Funds deposit;Зачисление средств;Para yat?rma
Deposit/Withdrawal;Пополнение/Снятие;Para Yat?rma / ?ekme
Description;Описание;A??klama
Make it non public;Сделать не публичной;Herkese a??k yapmay?n
Upload deals;Загрузить сделки;Anla?malar? y?kle
Upload trading history;Загрузить торговую историю;Ticaret ge?mi?ini y?kle
Selection;Выборка;Se?imi
Edit;Редактировать;D?zenle
There is not enough money for transaction;Недостаточно средств для перевода.;??lem i?in yeterli para yok
There is not enough money on your trading account;Недостаточно средств на вашем торговом счете.;Ticaret hesab?n?zda yeterli para yok
Funds growth;Прирост средств;Fon b?y?mesi
Deposit error;Ошибка зачисления.;Para yat?rma hatas?
File is not uploaded;Файл не загружен;Dosya y?klenmedi
First deposit;Первый платеж;?lk para yat?rma
First launch;Первый запуск;?lk ba?latma
Fund;Фонд;Fon, sermaye
Fund account;Фондовый счет;Fon hesab?
Funds;Средства;Para kayna??
Funds transaction;Перевод средств;Fon i?lemi
Account type;Тип счета;Hesap tipi
I agree;Я согласен;kat?l?yorum
I agree with;Я согласен с;kat?l?yorum
Terms of the offer;условиями оферты;Teklifin ?artlar?
Information;Информация;Bilgi
Deposit date;Дата начисления;Para yat?rma tarihi
Charges;Начисления;?cretler
Insufficient funds;Недостаточно средств;Yetersiz bakiye
Interest;Процент;Faiz
Interest  has been accrued;Процент начислен;Faiz tahakkuk etti
Interest charge;Начисление процентов;Faiz gideri
Invest;Инвестировать;Yat?r?m
Investor account is successfully connected to the system;Счет инвестора успешно подключен;Yat?r?mc? hesab? sisteme ba?ar?yla ba?land?
Investor account number;Номер счета инвестора;Yat?r?mc? hesap numaras?
Investor account statistics;Статистика счета инвестора;Yat?r?mc? hesap istatistikleri
Investor funds;Средства инвесторов;Yat?r?mc? fonlar?
Investor deposited the account;Инвестор зачислил на счет;Yat?r?mc? hesab? yat?rd?
Investor with number {account_number} hasn't got enough money for weekly subscription.;У инвестора с номером счета {account_number} недостаточно средств для еженедельной абонентской платы.;{Account_number} numaral? yat?r?mc?n?n haftal?k abonelik i?in yeterli paras? yok.
Investors;Инвесторы;Yat?r?mc?lar
Investors' funds;Средства инвесторов;Yat?r?mc? fonlar?
Date of connection;Дата подключения;Ba?lant? tarihi
Lot size;Размер лота;Lot b?y?kl???
Master Account;Мастер счет;Ana hesap
Master account;Мастер счет;Ana hesap
Master account for which the trading history is being loaded;Мастер счет, для которого загружается торговая история;??lem ge?mi?inin y?klendi?i ana hesap
Master account is successfully connected to the system;Мастер счет успешно подключен;Ana hesap sisteme ba?ar?yla ba?land?
Master account number;Номер мастер счета;Ana hesap numaras?
Master account statistics;Статистика мастер счета;Ana hesap istatistikleri
